corridor,bhk,carpet_area,bathrooms,floor,gym,parking,security,lift,clubhouse,swimming_pool,garden,price_lakhs
dehu_solapur,1,1901,1,10,0,1,1,0,1,1,0,179.76
kolhapur_nashik,4,1189,4,1,0,1,1,1,1,0,1,176.43
dehu_solapur,3,2441,4,14,1,0,1,0,0,1,1,242.04
kolhapur_nashik,3,633,3,19,0,0,0,1,1,1,1,103.67
dehu_solapur,1,1662,2,11,1,1,0,0,1,0,1,153.49
dehu_solapur,1,1534,1,18,1,1,1,0,0,1,0,140.63
kolhapur_nashik,4,1673,4,17,1,0,0,0,1,1,0,220.18
kolhapur_nashik,1,2162,2,4,1,1,1,0,1,0,1,220.33
dehu_solapur,2,418,3,8,1,1,1,1,0,1,1,72.11
dehu_solapur,4,2421,5,29,1,0,0,0,1,0,0,246.84
dehu_solapur,1,1839,1,10,1,1,0,1,0,1,1,174.96
kolhapur_nashik,2,2057,2,25,0,1,0,0,0,0,1,228.02
kolhapur_nashik,1,627,1,4,1,0,0,0,0,0,1,76.68
dehu_solapur,4,1806,5,15,0,1,1,1,0,1,0,202.04
dehu_solapur,4,1778,4,9,1,0,1,1,0,0,0,186.17
kolhapur_nashik,4,2403,4,14,0,1,1,0,1,1,0,291.32
dehu_solapur,2,1263,2,8,1,0,1,1,0,0,1,135.61
kolhapur_nashik,2,2354,3,14,1,1,0,1,0,1,0,254.62
dehu_solapur,2,2097,3,3,1,0,1,0,1,1,1,202.41
dehu_solapur,1,1293,1,5,1,0,1,1,1,0,0,120.46
dehu_solapur,4,1539,4,18,0,0,1,0,0,1,1,175.9
dehu_solapur,3,1651,3,17,1,1,1,0,0,1,1,174.78
kolhapur_nashik,1,2096,1,30,1,1,1,1,1,1,0,235.83
kolhapur_nashik,1,852,2,24,1,0,1,1,1,0,0,97.33
dehu_solapur,1,2057,2,27,1,1,0,0,0,0,0,188.96
dehu_solapur,2,1272,2,23,0,0,1,0,0,1,1,132.38
dehu_solapur,4,448,5,28,0,0,1,1,1,1,1,100.55
dehu_solapur,1,1667,1,23,1,0,1,1,1,0,1,167.52
kolhapur_nashik,4,1369,5,13,1,0,1,0,0,1,0,186.37
dehu_solapur,4,2275,4,4,1,0,0,0,1,0,1,232.73
dehu_solapur,4,1688,4,1,0,0,0,1,1,0,1,175.71
kolhapur_nashik,1,2052,1,20,0,1,1,0,1,0,0,213.06
dehu_solapur,1,1563,2,9,0,1,0,1,0,1,0,144.47
dehu_solapur,3,2243,3,17,1,1,0,1,1,0,0,225.42
dehu_solapur,3,2401,3,16,1,1,0,1,0,0,1,237.45
kolhapur_nashik,4,1886,5,12,0,0,1,0,0,0,0,235.98
kolhapur_nashik,2,1323,3,13,0,0,0,1,0,1,1,164.14
dehu_solapur,1,539,1,28,1,1,1,1,0,0,0,70.79
kolhapur_nashik,2,1467,2,5,0,0,0,0,0,0,0,164.28
dehu_solapur,3,1901,3,23,1,1,0,0,1,1,1,203.14
kolhapur_nashik,3,460,4,15,1,0,1,1,0,0,0,97.96
kolhapur_nashik,4,2349,4,30,1,1,0,0,0,1,0,277.74
dehu_solapur,1,1716,1,18,1,0,1,1,1,1,0,167.74
dehu_solapur,4,2219,5,5,1,1,0,1,1,1,0,237.85
dehu_solapur,4,988,5,29,0,0,1,0,0,1,1,149.31
kolhapur_nashik,2,2180,2,1,0,0,0,0,0,0,0,220.72
kolhapur_nashik,2,2070,3,11,0,0,1,1,1,0,0,221.46
dehu_solapur,2,1727,3,16,0,0,0,1,1,1,1,176.56
kolhapur_nashik,1,1293,2,3,1,1,0,0,1,0,0,144.54
kolhapur_nashik,2,1466,2,28,0,0,0,1,0,0,1,182.99
kolhapur_nashik,3,1190,3,5,0,0,1,0,1,1,0,157.11
kolhapur_nashik,1,513,1,26,0,1,0,1,0,0,1,79.34
kolhapur_nashik,1,1098,2,3,0,0,1,1,1,1,1,127.97
dehu_solapur,2,1200,2,27,1,1,0,1,1,0,1,141.61
kolhapur_nashik,3,1510,3,16,0,0,1,0,0,1,0,184.66
kolhapur_nashik,4,1847,4,4,1,1,1,1,0,1,0,228.92
kolhapur_nashik,2,1681,2,12,0,0,0,1,0,0,1,187.95
kolhapur_nashik,1,2166,1,10,1,1,1,0,1,0,0,228.5
dehu_solapur,2,1886,2,5,1,0,0,1,0,0,0,175.68
kolhapur_nashik,2,2439,3,17,1,1,0,0,1,1,1,275.8
dehu_solapur,2,2388,3,1,0,1,1,0,0,1,0,216.59
kolhapur_nashik,1,693,1,24,1,0,0,1,1,0,1,99.33
kolhapur_nashik,2,855,3,2,0,0,0,1,0,1,1,108.68
kolhapur_nashik,1,1129,2,19,1,1,1,1,0,0,1,134.17
kolhapur_nashik,4,1928,5,2,0,1,1,1,0,0,1,239.15
kolhapur_nashik,3,1026,4,27,1,1,0,0,0,1,1,154.57
kolhapur_nashik,1,723,1,3,1,0,1,0,1,0,1,95.5
dehu_solapur,4,914,5,23,1,0,1,1,0,1,1,136.34
dehu_solapur,1,1450,1,14,0,0,0,1,0,1,1,152.11
dehu_solapur,2,1313,3,17,1,1,1,1,0,1,0,147.24
dehu_solapur,1,600,2,3,1,0,0,0,0,1,0,68.9
dehu_solapur,1,449,1,18,0,0,1,0,0,0,1,57.43
kolhapur_nashik,2,2038,2,27,1,0,1,1,0,0,0,231.8
kolhapur_nashik,1,485,1,14,1,1,1,1,0,1,0,78.25
dehu_solapur,3,431,4,14,1,0,1,0,0,0,0,82.23
kolhapur_nashik,1,2451,2,19,0,0,1,0,0,0,1,247.97
kolhapur_nashik,1,878,1,1,1,1,1,1,1,0,1,117.24
dehu_solapur,4,2184,5,16,1,0,1,1,0,0,0,229.58
dehu_solapur,1,1447,2,18,1,0,0,0,0,0,1,140.23
dehu_solapur,2,2230,3,18,1,0,0,1,1,1,0,212.55
kolhapur_nashik,2,1408,3,23,1,0,1,0,0,1,0,168.01
dehu_solapur,1,928,1,3,0,1,1,0,1,1,0,98.99
kolhapur_nashik,1,1803,2,14,0,1,1,0,0,0,1,195.96
kolhapur_nashik,1,1317,2,5,0,1,1,1,0,1,0,144.7
kolhapur_nashik,3,1771,3,7,0,1,0,1,1,0,0,200.12
dehu_solapur,1,1037,1,27,0,0,1,0,1,0,1,109.5
dehu_solapur,1,1738,2,4,0,0,1,1,0,1,1,157.29
dehu_solapur,2,1076,2,20,0,0,1,0,0,0,0,116.79
dehu_solapur,2,1080,2,20,1,1,0,1,0,1,1,133.87
kolhapur_nashik,1,703,1,24,0,1,0,0,0,0,0,90.22
kolhapur_nashik,4,1365,4,29,1,1,0,0,0,0,1,194.69
dehu_solapur,3,946,3,25,1,0,1,1,0,1,1,124.77
kolhapur_nashik,1,937,2,16,0,1,1,0,1,1,1,113.88
dehu_solapur,2,917,3,9,1,0,1,1,1,1,1,115.71
dehu_solapur,4,2326,5,8,1,1,1,0,1,1,0,237.59
kolhapur_nashik,4,2474,5,24,0,0,0,1,1,0,0,291.45
kolhapur_nashik,4,2465,4,8,1,1,0,1,0,0,1,282.65
dehu_solapur,4,1136,5,18,1,1,1,1,1,0,1,151.37
dehu_solapur,1,2354,2,30,0,1,0,1,0,1,0,204.81
dehu_solapur,4,1783,5,13,0,1,1,1,0,1,0,196.9
kolhapur_nashik,3,555,3,20,0,0,0,1,0,0,1,101.62
dehu_solapur,3,941,3,14,0,1,0,1,1,1,1,121.44
kolhapur_nashik,4,452,4,5,1,0,0,0,0,1,0,97.58
kolhapur_nashik,3,1919,4,13,1,1,1,1,0,1,1,228.29
kolhapur_nashik,4,2388,4,21,0,0,1,1,1,0,0,282.44
dehu_solapur,2,1226,3,15,1,1,0,1,1,0,0,135.53
dehu_solapur,3,417,4,25,0,0,1,1,0,1,0,79.31
dehu_solapur,1,1380,2,12,1,0,1,0,1,0,0,137.62
kolhapur_nashik,4,1767,5,21,1,1,1,1,1,1,0,232.39
kolhapur_nashik,1,1855,1,30,1,0,0,0,0,0,1,195.02
dehu_solapur,2,2494,2,3,1,0,0,0,1,1,0,222.85
kolhapur_nashik,4,1581,5,14,0,1,1,1,1,0,1,211.99
kolhapur_nashik,4,1126,4,2,0,0,1,1,1,0,0,152.46
dehu_solapur,4,1603,5,23,1,1,0,1,1,0,1,187.23
kolhapur_nashik,1,1057,1,25,0,0,0,0,0,0,1,121.4
dehu_solapur,1,2096,2,1,0,0,0,1,0,1,0,188.05
kolhapur_nashik,3,696,3,14,0,0,0,1,1,0,1,115.3
kolhapur_nashik,1,1106,1,7,0,0,0,0,1,0,1,113.74
kolhapur_nashik,2,2400,2,7,1,0,1,0,1,1,1,252.52
kolhapur_nashik,2,1204,3,27,0,0,0,1,1,0,1,156.05
kolhapur_nashik,4,1774,4,9,0,1,0,0,1,0,0,209.48
kolhapur_nashik,3,793,4,28,1,0,0,1,1,0,0,126.65
kolhapur_nashik,2,1393,3,22,0,0,1,1,0,1,0,169.21
kolhapur_nashik,3,1172,4,12,0,1,0,0,0,0,0,155.7
kolhapur_nashik,4,2496,5,11,0,0,1,1,0,1,1,288.67
dehu_solapur,1,1869,2,6,1,1,0,1,0,1,0,164.64
dehu_solapur,3,1947,3,29,0,0,1,0,0,0,0,199.48
kolhapur_nashik,1,2407,1,9,0,1,0,1,0,0,1,236.95
dehu_solapur,2,1521,2,25,0,1,1,1,0,0,0,161.13
kolhapur_nashik,2,949,3,27,0,0,0,1,0,1,1,140.7
kolhapur_nashik,1,2114,2,2,0,0,1,0,0,1,0,220.77
dehu_solapur,1,2156,2,27,1,1,0,1,1,1,0,206.36
dehu_solapur,3,928,3,27,0,1,1,0,1,1,0,114.78
dehu_solapur,3,2143,3,20,1,0,0,1,0,1,1,214.95
kolhapur_nashik,2,839,2,26,1,0,1,0,0,1,0,116.91
kolhapur_nashik,1,1719,2,18,1,0,1,1,0,0,0,191.92
dehu_solapur,1,2235,2,30,1,0,0,0,0,0,1,211.88
kolhapur_nashik,2,734,3,12,0,1,1,1,1,0,1,102.83
dehu_solapur,3,418,4,1,1,1,1,1,1,0,0,83.43
dehu_solapur,4,1835,5,17,0,0,1,0,0,0,0,199.77
dehu_solapur,3,2135,4,15,0,0,1,1,0,1,0,218.5
kolhapur_nashik,2,1110,2,13,1,0,1,0,1,0,0,131.92
dehu_solapur,2,2350,2,4,0,0,1,0,1,1,0,214.98
kolhapur_nashik,3,1818,3,26,0,1,1,1,1,0,1,230.64
kolhapur_nashik,2,2074,3,7,0,1,1,0,1,1,0,226.32
dehu_solapur,3,553,3,4,0,0,1,1,0,0,0,87.02
dehu_solapur,1,2024,2,15,1,0,1,0,0,1,1,186.91
kolhapur_nashik,4,2242,5,5,0,1,1,1,1,1,0,280.46
kolhapur_nashik,2,1494,3,2,0,1,0,1,1,1,0,174.83
dehu_solapur,2,517,2,8,0,1,1,1,0,1,1,72.77
dehu_solapur,4,1159,4,16,0,1,1,0,0,0,0,144.46
dehu_solapur,3,1803,3,19,0,0,0,1,1,0,0,188.02
kolhapur_nashik,2,479,2,21,1,1,0,1,1,1,0,84.58
kolhapur_nashik,1,1890,1,28,0,0,0,0,1,1,0,191.46
dehu_solapur,3,2396,3,19,0,1,1,0,0,1,0,232.78
kolhapur_nashik,3,2443,3,14,0,0,1,1,1,1,1,284.46
dehu_solapur,4,1117,4,12,0,0,1,0,1,1,0,142.88
kolhapur_nashik,1,1335,1,16,1,1,1,1,1,0,1,158.31
kolhapur_nashik,2,2153,2,28,0,1,0,0,0,0,1,228.76
kolhapur_nashik,4,1506,5,6,1,1,1,0,0,1,0,202.11
dehu_solapur,1,1177,2,5,0,0,0,1,1,0,0,112.16
dehu_solapur,4,1363,5,29,0,1,1,0,0,0,0,165.96
dehu_solapur,2,1899,2,6,1,1,0,1,1,1,0,177.15
kolhapur_nashik,2,1606,2,27,0,1,0,0,0,0,1,184.59
kolhapur_nashik,2,1207,2,17,1,0,1,0,1,1,1,157.76
kolhapur_nashik,1,1337,2,24,1,1,0,0,1,1,1,165.71
kolhapur_nashik,4,428,5,25,0,1,0,1,1,1,1,104.91
kolhapur_nashik,2,1455,2,22,1,1,0,0,1,1,1,192.61
kolhapur_nashik,1,1010,1,2,0,1,0,1,0,1,0,118.51
dehu_solapur,2,543,3,22,1,1,1,0,1,0,1,90.16
dehu_solapur,3,1929,4,14,1,1,1,0,0,0,0,199.51
kolhapur_nashik,2,1631,3,5,0,1,0,1,0,0,0,188.28
kolhapur_nashik,1,2300,1,26,1,0,1,0,1,0,0,249.86
dehu_solapur,1,2211,2,21,1,0,1,1,1,1,0,200.76
kolhapur_nashik,3,2108,3,19,0,1,1,1,1,0,1,244.91
dehu_solapur,3,2487,3,4,1,0,1,1,1,1,1,237.72
kolhapur_nashik,1,899,1,18,0,0,0,1,0,0,1,114.25
dehu_solapur,2,1546,3,11,1,0,0,1,1,1,0,151.3
kolhapur_nashik,2,605,2,1,0,0,0,0,1,0,1,87.35
dehu_solapur,3,2212,4,29,1,0,1,0,0,1,0,221.3
dehu_solapur,1,925,1,16,1,0,0,1,0,1,1,101.62
kolhapur_nashik,3,1858,3,26,1,1,1,1,1,1,1,226.3
kolhapur_nashik,4,961,4,15,1,0,1,1,1,0,1,145.23
kolhapur_nashik,3,880,4,23,0,0,0,1,0,0,1,129.41
dehu_solapur,3,1412,4,22,0,1,1,0,0,1,0,163.7
kolhapur_nashik,3,2214,4,4,0,0,1,1,0,0,1,244.79
kolhapur_nashik,4,1052,4,12,1,0,0,1,1,1,0,164.92
kolhapur_nashik,1,1224,1,6,0,0,0,0,1,0,0,122.84
dehu_solapur,4,925,4,14,0,1,1,1,0,1,1,137.01
kolhapur_nashik,2,1102,3,3,1,1,1,0,0,1,1,147.05
dehu_solapur,3,1335,3,7,0,1,0,1,1,1,1,151.14
kolhapur_nashik,2,2349,2,26,0,1,1,1,1,0,0,261.01
dehu_solapur,4,2430,4,12,0,1,0,0,1,0,1,245.98
dehu_solapur,3,1469,4,7,0,1,0,1,1,0,0,160.95
kolhapur_nashik,1,732,2,18,0,0,1,0,0,1,0,94.97
kolhapur_nashik,1,2308,1,23,0,0,0,0,0,0,0,228.93
dehu_solapur,3,1067,4,6,1,0,1,1,1,0,1,128.91
dehu_solapur,2,830,3,28,1,0,0,0,0,1,0,98.43
kolhapur_nashik,3,1145,4,28,0,1,1,0,0,1,1,159.53
kolhapur_nashik,1,440,2,9,0,1,0,0,1,1,1,77.65
dehu_solapur,3,1427,4,17,0,1,1,1,1,0,1,166.7
dehu_solapur,2,2145,2,19,0,1,1,1,0,1,0,207.31
dehu_solapur,2,1757,2,5,1,0,0,1,1,0,1,166.19
kolhapur_nashik,3,1593,4,27,1,0,0,1,0,0,1,192.95
kolhapur_nashik,3,2166,3,29,1,1,0,1,0,0,1,255.45
dehu_solapur,4,1567,5,1,1,0,0,0,1,1,1,179.8
dehu_solapur,4,1147,5,9,1,0,1,0,1,1,0,150.18
kolhapur_nashik,4,1939,4,26,1,1,0,1,0,0,0,240.93
dehu_solapur,3,933,4,5,1,1,1,1,1,0,0,122.18
kolhapur_nashik,1,1561,2,3,0,1,0,0,1,0,0,162.41
kolhapur_nashik,3,835,4,6,1,0,1,0,1,1,1,128.19
kolhapur_nashik,3,1486,4,26,0,1,1,0,1,1,1,195.86
kolhapur_nashik,4,1221,4,18,0,0,1,1,1,1,0,174.05
kolhapur_nashik,2,2079,2,18,0,1,1,1,1,0,0,223.48
dehu_solapur,3,2029,3,20,0,0,0,0,0,0,1,199.41
kolhapur_nashik,3,507,3,27,1,1,0,1,0,1,1,101.74
dehu_solapur,4,2118,4,21,0,1,0,0,1,1,1,228.1
dehu_solapur,2,2229,3,12,0,1,1,0,0,1,1,217.36
kolhapur_nashik,1,1312,2,27,1,1,1,0,1,0,0,161.3
dehu_solapur,4,428,4,8,0,1,0,1,1,0,0,75.92
dehu_solapur,2,2227,2,23,1,1,0,0,0,1,1,211.75
dehu_solapur,1,2121,2,17,1,1,0,1,1,1,0,200.81
dehu_solapur,2,426,3,27,1,0,1,0,0,0,1,77.35
dehu_solapur,2,2155,3,17,1,0,1,1,1,1,0,224.6
dehu_solapur,2,2131,2,13,1,0,1,0,1,1,0,207.34
kolhapur_nashik,3,2346,4,24,0,1,0,1,1,1,1,293.06
kolhapur_nashik,4,866,4,17,1,0,1,0,0,1,0,140.81
kolhapur_nashik,3,2214,3,1,1,1,1,1,1,0,1,260.91
kolhapur_nashik,2,538,2,5,1,0,1,1,0,1,1,83.97
kolhapur_nashik,4,2202,4,30,0,0,1,0,1,1,1,275.17
kolhapur_nashik,3,668,3,28,0,1,1,1,0,1,1,129.01
dehu_solapur,2,2186,3,5,0,1,1,1,1,0,1,209.71
dehu_solapur,1,644,2,8,1,1,0,1,0,0,0,72.34
dehu_solapur,1,1540,2,13,1,1,0,1,1,0,1,150.93
kolhapur_nashik,3,1227,3,29,0,0,1,0,0,1,0,160.83
kolhapur_nashik,3,1943,4,9,0,1,0,0,1,1,0,224.44
kolhapur_nashik,1,1694,1,29,1,1,1,1,1,1,1,204.27
kolhapur_nashik,3,956,4,8,1,1,1,0,1,1,1,150.59
dehu_solapur,2,1534,2,21,0,0,0,1,0,1,1,153.48
dehu_solapur,4,2226,5,30,0,1,1,0,0,0,0,231.06
kolhapur_nashik,1,2024,2,26,0,1,0,1,1,1,0,222.12
dehu_solapur,4,636,4,24,1,0,0,1,1,0,1,115.79
kolhapur_nashik,4,1785,4,16,1,0,0,0,1,0,1,229.02
dehu_solapur,2,810,2,13,0,0,0,1,1,1,0,102.52
dehu_solapur,2,2275,2,23,0,1,1,0,0,0,1,213.7
kolhapur_nashik,1,1472,1,2,0,0,0,1,0,1,0,156.05
dehu_solapur,3,927,4,24,0,0,0,1,0,1,1,116.71
dehu_solapur,4,666,4,1,1,0,1,0,1,0,0,105.16
dehu_solapur,4,1700,5,5,0,0,0,0,0,0,1,181.77
kolhapur_nashik,2,2094,3,29,1,0,0,1,0,0,0,226.0
kolhapur_nashik,1,707,2,5,0,1,1,0,1,1,0,91.87
dehu_solapur,3,1298,3,27,1,0,1,1,1,0,0,147.81
dehu_solapur,2,1086,3,29,1,0,0,0,0,1,0,121.97
dehu_solapur,3,1423,3,13,0,1,0,1,0,1,0,156.57
kolhapur_nashik,1,596,1,14,0,0,0,1,0,0,0,68.56
dehu_solapur,4,1715,4,1,1,0,1,0,1,1,0,187.22
dehu_solapur,4,1404,4,15,0,0,1,1,0,1,0,163.24
kolhapur_nashik,2,2238,3,30,1,1,1,0,0,1,0,250.06
dehu_solapur,3,1340,4,22,0,0,0,1,0,1,1,156.02
dehu_solapur,1,1066,2,2,0,1,1,1,1,1,1,104.47
kolhapur_nashik,2,2298,3,13,0,1,0,0,0,1,1,251.71
kolhapur_nashik,4,1662,5,3,0,1,1,1,1,0,1,215.78
dehu_solapur,3,1861,4,2,1,0,0,0,1,1,0,191.0
kolhapur_nashik,2,461,2,18,0,0,0,0,0,1,0,70.32
dehu_solapur,3,1689,3,25,1,0,0,1,1,1,1,183.78
dehu_solapur,4,2389,4,27,1,0,1,1,0,1,1,249.66
dehu_solapur,1,436,2,20,1,1,1,1,1,0,0,73.49
kolhapur_nashik,1,2479,2,12,0,0,1,0,0,0,1,251.0
kolhapur_nashik,4,1263,5,24,1,0,1,0,0,1,0,183.48
kolhapur_nashik,4,787,5,27,0,1,1,0,1,1,0,146.38
kolhapur_nashik,3,2309,4,21,0,1,1,0,1,1,0,274.41
dehu_solapur,2,643,3,5,0,0,1,0,0,0,1,79.47
dehu_solapur,2,1575,2,16,1,1,1,1,1,1,0,171.68
dehu_solapur,3,457,3,12,1,1,0,1,1,0,1,82.42
kolhapur_nashik,3,1171,3,28,0,0,1,1,0,1,1,160.48
dehu_solapur,4,599,4,14,0,1,0,0,1,0,0,107.81
kolhapur_nashik,4,1444,4,15,0,0,0,1,1,0,1,193.28
dehu_solapur,2,833,2,4,0,0,1,1,1,0,1,98.96
kolhapur_nashik,2,1041,2,8,0,0,1,1,0,0,1,137.64
kolhapur_nashik,4,1136,4,13,0,0,0,1,1,1,1,165.95
dehu_solapur,1,1270,1,20,1,1,1,0,1,0,1,131.27
kolhapur_nashik,3,1405,4,19,1,0,1,0,0,1,1,177.91
kolhapur_nashik,4,1318,5,6,0,0,1,0,0,0,1,171.42
dehu_solapur,1,907,1,9,0,0,0,1,1,1,0,89.38
kolhapur_nashik,3,468,4,2,0,1,1,0,0,0,1,90.18
dehu_solapur,4,2343,4,8,0,0,0,1,0,1,0,239.09
kolhapur_nashik,3,2483,4,1,0,0,0,1,1,1,1,276.28
dehu_solapur,2,1509,3,23,0,1,1,1,0,0,0,148.23
kolhapur_nashik,4,513,4,8,0,0,0,0,0,1,0,101.79
dehu_solapur,2,1014,3,6,0,0,0,0,0,0,0,107.43
kolhapur_nashik,4,1644,4,26,0,1,0,0,0,0,0,210.48
kolhapur_nashik,2,1770,2,3,1,0,0,0,1,1,0,192.09
kolhapur_nashik,2,792,3,17,1,1,1,0,1,0,0,113.08
dehu_solapur,2,1282,3,17,0,1,0,1,0,1,1,142.45
dehu_solapur,1,2229,1,23,0,1,1,0,0,0,1,200.31
kolhapur_nashik,3,778,3,5,0,1,0,1,0,1,1,120.8
kolhapur_nashik,4,1398,5,30,0,1,1,0,0,0,1,196.22
kolhapur_nashik,3,1434,3,26,1,0,1,0,0,1,0,184.36
kolhapur_nashik,4,547,5,20,1,0,1,1,1,0,0,118.51
dehu_solapur,2,956,2,14,1,1,0,1,0,1,1,106.44
dehu_solapur,4,715,4,14,1,1,1,0,1,0,0,110.15
dehu_solapur,2,1058,3,21,1,1,1,1,1,1,1,131.78
dehu_solapur,3,2280,3,23,0,1,1,1,0,1,1,230.29
dehu_solapur,4,1413,4,3,0,0,0,0,1,1,1,161.53
kolhapur_nashik,1,1989,1,17,0,1,1,0,0,1,1,213.53
dehu_solapur,2,2295,2,9,1,0,0,1,0,0,0,211.66
kolhapur_nashik,3,1271,3,19,1,1,0,0,0,0,1,165.63
dehu_solapur,1,627,1,30,0,1,1,0,0,0,1,79.97
kolhapur_nashik,2,2492,2,19,1,1,1,1,0,0,0,274.09
kolhapur_nashik,2,539,2,13,1,1,0,1,1,0,1,96.97
dehu_solapur,1,2067,1,23,1,1,0,0,0,0,1,180.87
kolhapur_nashik,1,2036,2,9,1,1,0,0,0,0,0,220.25
kolhapur_nashik,3,1569,3,3,0,1,1,1,0,1,1,191.04
kolhapur_nashik,1,2118,2,15,1,1,0,0,1,0,1,226.24
dehu_solapur,3,2326,3,20,0,1,1,1,1,1,1,242.54
kolhapur_nashik,4,566,4,28,0,1,0,1,1,0,1,118.92
dehu_solapur,1,1382,2,10,1,1,0,0,0,0,0,124.3
kolhapur_nashik,3,918,4,16,1,1,1,1,1,1,1,142.31
kolhapur_nashik,3,411,3,16,1,0,1,0,0,0,0,82.02
kolhapur_nashik,4,1588,4,16,0,0,1,1,1,1,1,222.42
dehu_solapur,2,1383,3,16,0,0,1,0,0,1,0,147.19
kolhapur_nashik,3,700,4,11,0,1,0,1,1,1,1,121.31
kolhapur_nashik,2,576,3,24,1,0,1,0,1,1,1,97.71
dehu_solapur,3,1421,3,8,1,0,1,1,0,1,1,160.91
dehu_solapur,1,1246,2,17,0,0,1,0,1,1,0,121.78
kolhapur_nashik,2,2011,2,4,0,0,1,0,1,1,0,206.73
kolhapur_nashik,2,1245,3,25,1,1,1,0,0,0,0,157.71
dehu_solapur,1,1271,2,14,1,0,0,1,0,0,0,129.85
kolhapur_nashik,1,943,1,17,0,0,1,1,1,0,1,123.19
dehu_solapur,3,1733,3,25,0,1,0,1,0,1,0,185.21
dehu_solapur,1,772,2,18,1,1,1,1,1,1,0,89.65
dehu_solapur,1,2058,2,3,0,1,1,0,1,1,0,190.0
kolhapur_nashik,2,2438,2,21,1,0,1,0,1,1,0,266.62
dehu_solapur,1,2462,2,29,0,1,1,0,0,1,1,225.64
kolhapur_nashik,2,547,2,21,0,1,0,1,1,0,0,89.78
kolhapur_nashik,2,2000,3,17,1,0,0,1,0,1,1,227.7
dehu_solapur,2,2176,3,4,1,1,1,0,0,0,1,201.72
kolhapur_nashik,4,2093,4,29,1,0,0,1,1,0,1,255.54
kolhapur_nashik,1,1955,2,1,1,1,0,1,0,0,1,197.66
kolhapur_nashik,2,869,3,1,0,0,0,1,0,1,0,112.71
dehu_solapur,3,768,3,13,1,0,0,1,0,1,0,107.77
dehu_solapur,4,1723,5,18,1,1,0,0,0,1,0,185.68
kolhapur_nashik,3,2202,3,15,0,0,1,0,1,1,0,251.27
dehu_solapur,4,2149,5,26,0,1,0,1,0,1,1,233.29
dehu_solapur,4,525,4,25,0,1,0,1,1,0,0,99.71
kolhapur_nashik,2,1366,2,28,1,1,1,0,1,0,1,167.14
dehu_solapur,2,1846,2,12,1,1,1,0,0,0,0,182.65
kolhapur_nashik,3,908,3,3,1,1,0,0,1,1,1,131.25
dehu_solapur,1,1801,2,19,0,0,0,1,0,0,1,167.45
dehu_solapur,3,2386,3,3,1,0,0,0,0,0,1,240.67
dehu_solapur,3,652,4,14,1,0,0,1,1,0,1,95.25
dehu_solapur,4,1455,4,19,1,0,0,1,0,0,1,171.01
kolhapur_nashik,4,774,4,6,1,1,0,1,1,0,0,131.71
dehu_solapur,1,1260,2,3,0,1,1,0,0,1,1,119.55
dehu_solapur,4,1595,5,21,0,1,0,0,0,0,0,182.29
dehu_solapur,1,2399,1,26,0,0,0,0,0,0,0,211.83
dehu_solapur,2,2321,3,26,1,1,1,1,1,0,0,214.65
dehu_solapur,3,571,3,9,1,0,0,1,1,1,1,97.61
dehu_solapur,1,938,2,1,0,1,1,1,0,1,0,91.98
kolhapur_nashik,4,1540,4,16,0,0,0,0,1,0,0,199.03
kolhapur_nashik,2,2313,2,20,0,1,0,0,0,1,1,256.75
dehu_solapur,1,1311,1,12,0,0,1,0,0,0,0,125.04
kolhapur_nashik,2,405,3,6,0,1,1,1,0,0,1,83.5
dehu_solapur,2,2070,2,15,1,0,0,1,1,1,0,211.17
dehu_solapur,1,2023,1,24,0,0,1,0,1,1,0,185.67
kolhapur_nashik,1,1787,1,30,0,1,0,0,1,1,1,202.54
kolhapur_nashik,4,935,4,3,1,1,1,1,1,1,1,153.69
kolhapur_nashik,1,2250,2,2,0,0,1,0,0,0,0,220.88
kolhapur_nashik,2,826,3,8,1,0,0,0,1,1,1,115.14
kolhapur_nashik,4,2086,4,8,1,0,0,0,0,1,0,233.68
kolhapur_nashik,2,2000,3,17,1,0,0,1,1,0,1,221.37
dehu_solapur,2,2052,2,6,1,0,1,1,1,0,0,193.02
dehu_solapur,2,987,3,26,0,1,1,0,1,1,1,117.72
dehu_solapur,1,915,1,4,0,0,0,1,0,0,0,79.22
kolhapur_nashik,4,2195,4,9,1,0,1,0,1,1,0,267.96
kolhapur_nashik,2,714,2,21,0,0,0,0,0,1,1,99.54
kolhapur_nashik,3,661,3,22,1,1,0,0,0,0,1,113.03
kolhapur_nashik,4,1728,5,8,0,0,0,0,0,1,1,224.58
dehu_solapur,1,782,1,19,0,0,1,1,1,1,0,95.81
kolhapur_nashik,3,2340,3,20,0,0,0,0,1,0,1,263.48
dehu_solapur,2,1027,2,6,1,0,0,1,1,1,1,112.13
dehu_solapur,3,1673,3,16,1,1,0,0,0,1,0,189.15
kolhapur_nashik,3,2171,4,20,0,0,0,1,1,1,0,249.65
kolhapur_nashik,1,1568,1,4,1,0,1,0,1,0,1,163.93
kolhapur_nashik,2,858,3,18,1,0,1,0,1,1,1,111.74
kolhapur_nashik,1,1706,2,28,1,1,0,0,1,1,1,189.43
dehu_solapur,2,1300,3,17,1,0,1,0,1,1,0,136.07
dehu_solapur,4,2468,5,21,1,1,1,0,1,0,0,259.53
dehu_solapur,2,621,2,26,1,1,1,1,0,0,0,87.23
